id,split,V,A,D,text
A_defense_of_Michael_Moore_3923_4198,train,2.6,3.1,3.1,"In a weaker sense, the same message is projected to American children, who grow up being told that it is not acceptable to be violent to one another, but who simultaneously have to endure corporal punishment and media messages about how ""the enemies of freedom"" are punished."
A_defense_of_Michael_Moore_4199_4298,train,2.6,2.6,2.6,Moore's film was made before the dead bodies of Qusay and Uday Hussein were paraded on national TV.
A_defense_of_Michael_Moore_4299_4354,train,2.4,3.3,3.1,Americans were gloating over this demented corpse show:
A_defense_of_Michael_Moore_4356_4478,train,2.9,3.1,3.2,"""They squealed like little piggies too, so you'll have to make do with 'oink, oink, squeeeeeeeallll' for their last words."
A_defense_of_Michael_Moore_4427_4456,train,3.5,3.63,3.12,"'oink, oink, squeeeeeeeallll'"
A_defense_of_Michael_Moore_4479_4531,train,3.0,2.75,3.38,"That goes for your grandson Mustafa too, by the way."
A_defense_of_Michael_Moore_4532_4590,train,2.5,4.13,4.12,"Still think fucking with the U.S. was a good idea, Sammy?"""
A_defense_of_Michael_Moore_4592_4632,train,2.1,3.1,2.7,Mustafa was 14 years when he was killed.
A_defense_of_Michael_Moore_4633_4763,train,2.29,3.0,3.28,"Americans cheer the killing of children, yet wonder why their own children grow up to be more violent than those in other nations."
A_defense_of_Michael_Moore_4764_4840,train,2.91,3.0,2.82,It is paradoxical notions like this one which Moore's film seeks to address.
A_defense_of_Michael_Moore_4842_4854,train,3.0,2.67,2.89,Inaccuracies
A_defense_of_Michael_Moore_4856_4925,train,2.6,3.2,3.0,Your webpage list a number of alleged inaccuracies in Moore's movies.
A_defense_of_Michael_Moore_4926_5049,train,2.9,3.0,2.7,"It is true that Moore's film is sometimes unintentionally deceptive, but to call it fraudulent is hyperbole to the extreme."
A_defense_of_Michael_Moore_5050_5125,test,3.0,2.6,2.9,It is no more so than any other successful documentary of the last decades.
A_defense_of_Michael_Moore_5126_5165,train,3.0,2.9,2.9,Let's look at some specific criticisms:
A_defense_of_Michael_Moore_5167_5228,train,3.0,2.89,3.0,"1) The bank scene, listed on your website on a separate page."
A_defense_of_Michael_Moore_5229_5407,dev,3.0,3.0,3.33,"Critics have stated that this scene was ""staged"", but in the bank interview, the official tells Moore that the bank has its own vault storing about 500 weapons at any given time."
A_defense_of_Michael_Moore_5408_5490,train,3.0,3.0,3.0,It is also a licensed firearms dealer which can perform its own background checks.
A_defense_of_Michael_Moore_5491_5647,test,3.0,3.1,3.2,"In an interview with the Wall Street Journal, linked from your site, an employee claims that the gun would have been ""normally"" picked up at another dealer."
A_defense_of_Michael_Moore_560_577,train,3.0,2.8,3.0,"Dear David Hardy,"
A_defense_of_Michael_Moore_5648_5786,train,2.8,3.0,2.9,"It is not explained what ""normally"" is supposed to mean, but that claim flatly contradicts the statement of the bank official in the film."
A_defense_of_Michael_Moore_5787_5942,dev,2.75,2.75,3.0,"This sounds more like a later correction for public relations purposes, but of course nobody questions the bank claims when they can be used against Moore."
A_defense_of_Michael_Moore_579_747,train,3.25,3.38,2.88,It is fascinating to watch the organized character assassination of Michael Moore that has been going on in the United States since the release of his last documentary.
A_defense_of_Michael_Moore_5944_5998,dev,3.0,2.75,3.25,The only thing that Moore compressed is the timeframe.
A_defense_of_Michael_Moore_5999_6100,train,2.71,2.71,2.71,"According to the same WSJ interview, ""Typically, you're looking at a week to 10 days waiting period."""
A_defense_of_Michael_Moore_6036_6100,train,2.7,3.0,2.8,"""Typically, you're looking at a week to 10 days waiting period."""
A_defense_of_Michael_Moore_6101_6239,dev,2.9,2.9,3.1,"This is plausible -- but entirely irrelevant for the movie, which already makes it quite clear that a background check is being performed."
A_defense_of_Michael_Moore_6240_6355,train,3.0,3.0,3.1,"Moore's detractors have sometimes extended those 7-10 days to several weeks, contradicting the bank's own estimate."
A_defense_of_Michael_Moore_6357_6417,test,3.0,3.0,3.12,There is nothing inaccurate whatsoever about the bank scene.
A_defense_of_Michael_Moore_6418_6522,train,2.7,3.3,3.1,The bank does exactly what it advertises: It hands out guns from its vault to those who open an account.
A_defense_of_Michael_Moore_6523_6769,train,2.43,3.29,3.14,"The silly criticisms of the scene obscure the real obscenity of the situation: a bank handing out guns to its customers, higlighting the utter laxness of how Americans deal with deadly weapons and a love of firearms that borders on the religious."
A_defense_of_Michael_Moore_6771_6804,train,3.0,2.8,3.0,2) The Lockheed-Martin interview.
A_defense_of_Michael_Moore_6805_6892,test,2.86,3.0,3.0,"This is perhaps the criticism repeated the most often, and it also the most inaccurate."
A_defense_of_Michael_Moore_6893_6965,test,2.56,2.89,2.67,"First, the actual quotes from the film are often reproduced incorrectly."
A_defense_of_Michael_Moore_6966_6995,dev,3.0,2.38,3.0,The dialogue goes as follows:
A_defense_of_Michael_Moore_6_60,train,2.8,2.8,2.7,"A defense of Michael Moore and ""Bowling for Columbine"""
A_defense_of_Michael_Moore_7004_7116,train,2.9,3.2,3.3,"""So you don't think our kids say to themselves, gee, dad goes off to the factory every day - he builds missiles."
A_defense_of_Michael_Moore_7117_7155,train,2.37,3.37,3.25,These are weapons of mass destruction.
A_defense_of_Michael_Moore_7156_7264,train,2.7,3.2,3.0,"What's the difference between that mass destruction and the mass destruction over at Columbine High School?"""
A_defense_of_Michael_Moore_7288_7473,test,2.6,3.4,3.2,"""I guess I don't see that specific connection because the missiles that you're talking about were built and designed to defend us from somebody else who would be aggressors against us."""
A_defense_of_Michael_Moore_748_1005,train,2.22,3.33,2.44,"In a time of simple-minded patriotism, loud, clear and dissenting voices like Mr. Moore's are perceived as disturbing and have to be silenced, partially through well funded public relations campaigns, partially through conservative ""grass-roots"" propaganda."
A_defense_of_Michael_Moore_7523_7651,test,2.88,2.75,3.38,"Moore is not from Colorado -- his question is generic, not meant to refer specifically to the Lockheed Martin plant in question."
A_defense_of_Michael_Moore_7652_7756,train,2.75,3.12,3.12,McCollum understands it this way -- otherwise he would protest against the plant being mischaracterized.
A_defense_of_Michael_Moore_7757_7888,test,2.7,3.0,3.3,"However, critics of Moore have cleverly ignored McCollum's response and presented Moore as spreading lies about the Lockheed plant."
A_defense_of_Michael_Moore_7890_7951,train,3.0,3.0,3.1,Even Lockheed did not believe the public to be that gullible.
A_defense_of_Michael_Moore_7952_8199,train,3.1,2.8,3.2,"In response to one Moore detractor, McCollum wrote: ""Although other units of Lockheed Martin Corporation elsewhere in the country produce weapons to support the defense of the U.S., we make no weapons at the Littleton-area facility Moore visited."""
A_defense_of_Michael_Moore_8004_8199,train,3.0,2.8,2.9,"""Although other units of Lockheed Martin Corporation elsewhere in the country produce weapons to support the defense of the U.S., we make no weapons at the Littleton-area facility Moore visited."""
A_defense_of_Michael_Moore_8200_8400,train,2.9,3.2,2.9,"Of course, critics have conveniently ignored the fact that Lockheed Martin does supply weapons of mass destruction to the US military, and that the company is the nation's largest military contractor."
A_defense_of_Michael_Moore_8401_8624,train,2.8,3.2,3.4,"As Moore correctly points out, it is bizarre for a society to openly embrace the production of destructive weapons, but on the other hand see no connection of this to everyday violence -- children learn by imitating adults."
A_defense_of_Michael_Moore_8626_8768,train,3.0,3.0,3.12,"Yes, Moore makes this point through slight exaggeration by moving with the camera through the LM plant -- but he makes no incorrect statement."
A_defense_of_Michael_Moore_8769_8941,dev,2.8,3.0,3.3,"It is typical for his critics to jump on what is at most a slightly misleading implication, but in doing so, they themselves have, unlike Moore, made many incorrect claims."
A_defense_of_Michael_Moore_8943_8965,train,3.0,3.0,3.0,3) Denver NRA meeting.
A_defense_of_Michael_Moore_8966_9190,train,2.62,3.13,3.12,Critics like yourself claim that Moore has massively distorted evidence to support his point that Charlton Heston has effectively insulted the victims of the Columbine tragedy by holding a rally in Denver shortly afterwards.
A_defense_of_Michael_Moore_9192_9299,dev,2.82,3.0,3.27,"First, the ""from my cold, dead hands"" part: This is used by Moore as a visual citation to introduce Heston."
A_defense_of_Michael_Moore_9300_9387,train,3.14,2.86,3.14,"It is perhaps one of his most famous quotes, shown on national TV even here in Germany."
A_defense_of_Michael_Moore_9388_9451,train,3.3,3.1,3.2,"It tells viewers: Aha, this is the person we are talking about."
A_defense_of_Michael_Moore_9691_9771,train,3.0,3.12,3.12,"It is Moore's way to say: Viewers, meet Charlton Heston, gun nut extraordinaire."
A_defense_of_Michael_Moore_9773_10025,test,2.83,2.83,3.17,"The ""visual of a billboard and a narration"" is viewed by you as evidence that Moore is trying to somehow tie the two events together, when in reality, it is quite obvious that he does it to separate the introduction of Heston from his speech in Denver."
Acephalous-Cant-believe_1162_1229,train,2.8,3.1,3.4,"If you do have something better to do, though, by all means do it ."
Acephalous-Cant-believe_1266_1336,train,2.5,3.0,2.8,Why is someone so young not having fun with friends on a Friday night.
Acephalous-Cant-believe_1337_1409,train,2.6,2.8,3.0,"Granted grading papers is important, but no fun makes for a boring life."
Acephalous-Cant-believe_1410_1424,test,3.0,3.0,3.1,I should know.
Acephalous-Cant-believe_1426_1520,train,3.6,3.3,3.2,"since, when I was your age I had fun playing with my adorable son and caring for another baby."
Acephalous-Cant-believe_1521_1574,train,3.0,2.9,3.4,You need to try to have a life outside your computer.
Acephalous-Cant-believe_1575_1667,test,2.6,3.3,3.4,Just saying....it seems I have more life now then you have and we know how little I get out!
Acephalous-Cant-believe_1726_1817,train,3.1,3.1,3.2,The one that really stuck in my mind was explaining transitions in the panels of Watchmen .
Acephalous-Cant-believe_1818_2022,train,3.1,3.1,3.1,"I'd read Watchmen a short while before and appreciated its narrative complexity, but not being used to reading comics, hadn't registered all the technical tricks that the artist was using to achieve this."
Acephalous-Cant-believe_2023_2191,train,3.2,3.1,3.1,"The post not only taught me something about the grammar of such images, but more importantly led to me realising that there is a grammar to look for in the first place."
Acephalous-Cant-believe_2192_2221,train,3.2,3.4,3.0,So thanks a lot for that one.
Acephalous-Cant-believe_2281_2572,train,3.1,2.8,3.1,"SEK, I started going through your back posts and noticed a pattern in my selections, so I think it would be easier (for me, because I'm rubbish with html) to just say all the scene analysis posts and the close reading comics posts, like the one Magistra mentioned and many others after that."
Acephalous-Cant-believe_2573_2641,train,3.0,3.0,3.1,Plus Justifying Comics as a Legitimate Object of Study Parts I & II.
Acephalous-Cant-believe_2642_2690,train,3.5,3.0,3.0,"I also liked ""Teaching the Overdetermined Image."
Acephalous-Cant-believe_2692_2836,train,3.4,3.4,3.2,"Your takedown of Cashill and the whole Ayers-wrote-Dreams was excellent, and the Cruel_cruel_death post (you know what I'm talking about, right?"
Acephalous-Cant-believe_2840_2928,train,2.9,3.1,3.1,"Also, The Day in Actual Communist and Real Nazi History seems as relevant today as ever."
Acephalous-Cant-believe_2985_3022,train,3.08,2.75,2.83,Agree with the previous two comments.
Acephalous-Cant-believe_3023_3152,test,3.3,3.3,3.2,"I don't remember if you've made noises here before about turning these into a book, but if you do you've got at least one reader."
Acephalous-Cant-believe_3215_3283,train,3.0,3.0,3.0,What happened to your post that appeared in my RSS reader yesterday?
Acephalous-Cant-believe_3342_3496,train,3.0,2.9,3.1,"Would it be possible to arrange your posts into three 'parties', and give your many readers the opportunity to 'vote' for one of them, by 'secret ballot'?"
Acephalous-Cant-believe_3497_3547,train,3.4,3.2,3.2,I feel your British readers would appreciate that.
Acephalous-Cant-believe_355_499,train,3.5,3.2,3.5,"However, when I started looking through my archives, it occurred to me that my output this year defines me much more sharply than in years past."
Acephalous-Cant-believe_4_47,train,3.1,3.4,3.1,I can't believe I wrote all that last year.
Acephalous-Cant-believe_500_515,train,3.0,3.1,2.9,What do I mean?
Acephalous-Cant-believe_517_626,dev,3.0,3.0,3.1,The posts I consider foundational to my current professional identity all seem to have been composed in 2009.
Acephalous-Cant-believe_627_817,train,2.91,2.73,2.63,"Granted, the likelihood that I'm suffering from the identitarian equivalent of presentism is awfully high, but I honestly thought I'd written some of the posts from early 2009 in 2006 or so."
Acephalous-Cant-believe_819_984,test,3.0,3.0,2.9,"It may also be that I remember the scene of their writing, which would have been in the old apartment, i.e. the place I barely remember ever having lived in anymore."
Acephalous-Cant-believe_83_354,train,2.5,3.5,3.5,"Because I've been grading all damn day and am as tired as a Swearengen of hearing other about the finished semesters of pretty much every other academic blogger, I thought that it might be best to avoid jealously lashing out and scribble a ""Best of Acephalous 2009"" post."
Acephalous-Cant-believe_986_1160,test,3.0,3.1,3.2,"If you have absolutely nothing better to do on a Friday night, feel free to scan through my 2009 archives and tell me what you think should be included in the ""Best of"" post."
Acephalous-Internet_107_317,train,3.6,3.6,3.4,"I noted on Facebook that, from a statistical perspective, what makes baseball such an amazing sport is that you can watch it your entire life and still see, on a daily basis, something you’ve never seen before."
Acephalous-Internet_1108_1269,train,3.1,3.2,3.2,The fact that I can verify vague memories of events that occurred twenty-five years ago astounds me in a way I sometimes forget the Internet is capable of doing.
Acephalous-Internet_1270_1472,train,3.0,3.0,3.0,"This realization is obviously not of world-historical importance, merely a reminder that this thing whose existence we take for granted daily represents a fundamentally weird complement to human memory."
Acephalous-Internet_1473_1658,train,2.9,3.0,3.1,The fact that at some point in the future I can know who I rode in an elevator with on 28 December 2005 is less weird because I chose to write about riding in an elevator with Grimace .
Acephalous-Internet_1659_1776,test,3.1,3.2,3.3,That I can access detailed information about events I have no right remembering in detail is another matter entirely.
Acephalous-Internet_1782_1794,train,3.0,3.0,3.0,Joe Sambito.
Acephalous-Internet_1795_1799,train,4.3,4.3,3.1,Wow.
Acephalous-Internet_1800_1835,train,2.9,3.0,3.4,I'd completely forgotten about him.
Acephalous-Internet_1836_1911,train,2.1,2.8,3.2,I sometimes wish I could forget that Pendelton is the Braves hitting coach.
Acephalous-Internet_1912_2036,train,3.0,3.1,3.0,Closest I came to that was watching Dale Murphy get tagged out at the plate on what would have been an inside-the-park slam.
Acephalous-Internet_2095_2234,dev,3.0,3.1,3.1,"He pitched for the Astros before he came to the Mets, stayed for '85, then he pitched for the Red Sox against the Mets in '86 World Series."
Acephalous-Internet_2235_2298,test,2.7,3.0,3.1,"I remember him being ineffective, and as it turns out, he was ."
Acephalous-Internet_2299_2485,test,3.0,3.0,3.1,"Now that I remember him, which I didn't before, I remember him as being the pitcher who'd pitched for 1) the team the Mets faced to get to the '86 Series and 2) the one they faced in it."
Acephalous-Internet_2486_2550,train,3.1,3.1,3.1,"I didn't remember that I remember that, but now that I do, I do."
Acephalous-Internet_2551_2597,train,3.4,3.1,3.0,"Memory, as Gertrude Stein would say, is funny."
Acephalous-Internet_2652_2750,train,2.6,3.2,3.4,"Apparently the drug use, sexual excess, and weird UCI experiences haven't softened your brain yet."
Acephalous-Internet_2752_2842,train,2.6,2.8,2.9,"What's really bothersome, though, is when you only remember things from your distant past."
Acephalous-Internet_2845_2974,train,2.66,2.92,2.75,"My grandpa was alert till the end, but when I last saw him at age 92 everything he wanted to talk about was 70 years in the past."
Acephalous-Internet_29_105,train,2.9,3.0,3.1,The Internet occasionally reminds me of how different life is because of it.
Acephalous-Internet_3039_3135,train,3.0,2.9,3.3,"A guess, but perhaps your grandfather's life at 22 was more interesting than the ensuing 70 yrs."
Acephalous-Internet_319_388,train,3.09,2.63,3.37,"It’s a truism, I know, but it has the benefit of actually being true."
Acephalous-Internet_3201_3237,train,3.1,3.1,2.9,You know what makes this post great?
Acephalous-Internet_3238_3258,train,2.3,3.3,3.3,No stinking cricket.
Acephalous-Internet_3320_3487,train,3.0,3.0,3.1,"Yeah, I remember Sambito from the Astros (when the Braves were in the old NL West because it made sense to have a team 3,000 miles from most of their division rivals)."
Acephalous-Internet_3488_3514,train,3.1,3.1,3.2,Solid pitcher for a while.
Acephalous-Internet_3515_3545,test,2.6,2.6,2.8,But burned out toward the end.
Acephalous-Internet_3546_3594,train,3.0,2.9,3.1,"Apparently, he is a player's representative now."
Acephalous-Internet_3653_3671,train,2.9,3.1,2.9,Prosthetic memory.
Acephalous-Internet_3728_3829,train,3.1,2.9,3.1,I like to read about others watching baseball more than I like to watch baseball by a factor of nine.
Acephalous-Internet_3830_3982,test,3.1,2.9,3.0,"Having given up on watching the actual sport, mention of baseball now only sparks memories of The Old Man and the Sea and the old time baseball writers."
Acephalous-Internet_390_553,train,3.4,3.3,3.0,"In this case, the something in question was watching the wonderfully named Angel Pagan hit an inside-the-park home run and initiate a triple play in the same game."
Acephalous-Internet_3983_4198,train,3.1,3.3,3.2,"It is true that at the end of time, the old time baseball writers will be hailed as the very best writers, as they had access to an event that was susceptible to beautiful writing, but horrendous to watch in person."
Acephalous-Internet_4199_4253,train,2.9,3.2,2.8,"Plus, they smoked a prodigious quantity of cigarettes."
Acephalous-Internet_4256_4321,train,2.5,3.4,3.4,nota bene: An overdue library book is a crime against Humanities.
Acephalous-Internet_554_745,train,2.9,2.9,3.2,"John Emerson responded with some humbug about it not being an inside-the-park grand slam, which made me remember that I had seen an inside-the-park grand slam at some time in the remote past."
Acephalous-Internet_746_1108,train,3.5,3.5,3.1,"I remember being six or seven years old and watching the Mets play the Cardinals in an afternoon game at Shea Stadium, and thanks to the miracle of the Internet, I can definitively say that at approximately 4:30 p.m. on 9 June 1985 , I watched Terry Pendleton hit an inside-the-park grand slam off Joe Sambito in a game the Cardinals would go on to win handily."
Ant_Robot_10138_10217,train,3.0,2.7,3.0,"Diagram of the polarization-opponent unit described by Lambrinos, et al (2000)."
Ant_Robot_10218_10437,train,2.86,2.71,3.14,"The unit takes in polarization levels through the two polarization-sensitive photodiodes and feeds them into the logarithm ratio amplifier, which returns the difference of the logarithmized signals from the photodiodes."
Ant_Robot_10438_10549,train,3.0,3.0,3.0,"The e-vector (heading) returned from the two polarization-sensitive photodiodes (1, 2) follows a cos2-function."
Ant_Robot_10575_10869,test,3.0,3.1,3.0,"Ants themselves rely primarily on chemical information taken in through their antennae, and to mimic this, Antie will have chemical sensing and emitting “stalks” with which to both interact with other ants (who may be surprised to find an ant without antennae) and take in chemical information."
Ant_Robot_10870_11315,train,3.0,3.0,3.12,"These stalks will need to have receptors to measure the n-alkene levels present in another ant’s cuticular hydrocarbons, which research indicates is the marker for harvester ants of a nestmate’s current task, perhaps because the hydrocarbons are altered in the dry sun, causing a different ratio of n-alkanes to n-alkenes and the presence of branched n-alkanes in the hydrocarbon profile (Wagner, et al, 2001, as cited in Gordon & Greene, 2003)."
Ant_Robot_11316_11768,train,3.0,2.75,3.0,"Antie’s stalks would also have receptors for the hydrocarbons themselves, which research shows indicate to the ants whether another ant is their nestmate (Arnold, et al, 1996, as cited in Gordon & Mehdiabadi, 1999), receptors to detect food, and receptors for three types of pheromones: those released by successful foragers returning with food, those released by successful patrollers returning to the nest, and those marking piles of trash as midden."
Ant_Robot_1140_1262,test,3.25,3.12,3.0,Such a robot would allow for both long-term studies of ant-robot interactions and studies of task-switching in the robots.
Ant_Robot_11943_12301,test,3.14,2.86,3.29,"Returning successful patrollers have an even greater effect on foraging activity: foragers will not leave the nest unless a patroller returns (Gordon, 2002), and the rate of foraging in a colony can be controlled by rolling glass beads coated with cuticular hydrocarbons extracted from patrollers into the nest (Gordon & Greene, 2003; Greene & Gordon, 2007)."
Ant_Robot_12302_12451,test,2.82,2.91,3.09,"Midden seems to be marked in some olfactory way, since removing midden from nests makes them more likely to be invaded by other species (Gordon, 35)."
Ant_Robot_12452_12603,train,3.0,2.9,3.0,"For the purposes of this proposal, I will assume that the nest maintenance and food processing ants have marked the midden with a particular pheromone."
Ant_Robot_12604_12740,test,3.0,2.75,3.12,"All of these chemical receptors will be arranged in an array on a pair of chemical stalks, with four of each type of receptor per stalk."
Ant_Robot_1263_1494,train,3.0,3.2,3.1,"I propose here the theoretical construction and programming of a robot (hereafter referred to as Antie) that will be able to infiltrate a red harvester ant nest, switching between the foraging, patrolling and midden work behaviors."
Ant_Robot_12741_12866,train,3.0,2.89,3.0,"This technique, described by Ishida, et al (2001), has been shown to improve the chemical plume-tracking abilities of robots."
Ant_Robot_12867_12934,train,3.0,2.78,3.11,The wires will lead back down through the stalk to the on-board PC.
Ant_Robot_12947_13062,train,3.5,3.1,3.2,"Finally, Antie will have tactile sensors on its grippers to analyze the pressure being exerted on a gripped object."
Ant_Robot_13063_13316,train,3.1,2.9,3.0,"These sensors will be of the type patented by Peterson, et al (Patent #4,492,949), and will feature several layers of electrically insulating and parallel flexible conductive rods arranged such that an exerted pressure may be measured in output voltage."
Ant_Robot_13317_13447,train,3.0,2.89,3.11,"These will correspond to the muscles of the ant’s mandibles, which provide sensorimotor feedback to the ant when grasping objects."
Ant_Robot_13448_13536,train,3.1,3.1,3.1,A table of the sensors and their relation to the ant’s sensory system is provided below.
Ant_Robot_13569_13617,train,3.0,2.7,3.0,Table of sensors and their relations to the ant.
Ant_Robot_1544_1685,train,3.0,2.75,3.0,"The red harvester ant lives in hot, dry deserts, building its nests in light yellowy sand and foraging for seeds deposited by winds and rain."
Ant_Robot_1686_1920,train,3.1,2.8,3.3,"The ants forage for more than 30 different varieties of seeds, many of which do not grow in the desert (Gordon, 54), where only a few varieties of small shrubs, small herbaceous flowering plants and short grasses do grow (Gordon, 51)."
Ant_Robot_172_184,train,3.0,2.9,3.0,Introduction
Ant_Robot_18145_18151,train,3.0,2.44,3.11,Motors
Ant_Robot_18164_18258,train,3.1,2.9,3.0,Antie’s motors will allow it to move around and interact with its environment and fellow ants.
Ant_Robot_18259_18351,train,3.0,3.0,3.2,There will be two individually operated motors to drive the two side wheels in lieu of legs.
Ant_Robot_18352_18473,train,3.0,3.1,3.0,"Two simultaneously operated motors will open and close the grippers, emulating the grasping power of the ant’s mandibles."
Ant_Robot_18474_18619,train,3.2,3.2,3.2,"A third motor will lift and lower the grippers, allowing Antie to raise and lower gripped items as an ant would by raising and lowering its head."
Ant_Robot_18620_18748,train,3.0,3.0,3.0,Three small sprayers will emit successful patroller and forager pheromones and cuticular hydrocarbons from the appropriate sacs.
Ant_Robot_18749_19096,test,3.0,2.75,3.0,"These will be located in different places: the sprayer for the successful patroller pheromone will be located on the rear at the base of Antie, corresponding to the glands that researchers believe the ants drag along behind them to mark returning paths, while the successful forager and cuticular hydrocarbon sprayers will be located on the skirt."
Ant_Robot_19097_19290,train,3.11,2.67,3.22,"Antie will not spray different pheromones depending on its task, on the assumption that its time in the sun will alter its hydrocarbons enough that its tasks will be recognizable to other ants."
Ant_Robot_1921_2099,train,3.0,2.67,3.0,"Other insects and creatures, including other species of ants, are present in the desert, but red harvester ants seem to be relatively undisturbed by these animals (Gordon, 7-11)."
Ant_Robot_19291_19396,train,3.0,2.7,2.9,Almost all motor output will be a direct function of sensory input as indicated in the following section.
Ant_Robot_19422_19434,test,3.0,2.78,3.0,The Behavior
Ant_Robot_19460_19639,train,3.0,3.2,3.0,"Antie will have a hybrid software architecture: a subsumption hierarchy will be responsible for switching between behaviors, but many sub-behaviors will operate on a schema basis."
Ant_Robot_19640_19796,train,3.1,2.9,3.1,"Pseudocode will approximate this architecture as closely as possible, and where appropriate, different subroutines running on a schema basis will be marked."
Ant_Robot_19822_19838,train,3.0,3.1,3.0,Common Behaviors
Ant_Robot_19851_19916,train,3.0,2.88,3.0,A few sub-behaviors will be necessary for more than one behavior.
Ant_Robot_19917_20121,dev,3.11,2.89,3.33,"To ease Antie’s on-board memory requirements and processing capabilities (and to make all the rest of the pseudocode easier for the reader to understand), I propose a few global variables and subroutines."
Ant_Robot_20134_20249,train,3.0,2.89,3.0,"The following global variables will be used throughout the pseudocode, and are compiled here for ease of reference:"
Ant_Robot_2100_2254,train,3.0,3.12,3.0,"Though fights sometimes do break out with other red harvester ants from different nests, intraspecies interactions tend not to be aggressive (Gordon, 11)."
Ant_Robot_210_220,train,3.0,2.6,2.9,Background
Ant_Robot_2255_2368,train,3.0,2.8,2.8,"Because of this, I will ignore other ant species in the design of Antie, and will not create a fighting behavior."
Ant_Robot_23162_23558,train,3.0,2.9,3.0,"Common behaviors will include a forward cruise and turning mechanism, procedures to determine the orientation towards nest and the distance from the nest when outside, in-nest navigation, an escape function for when objects are detected or bumped into, object identification and gripping, a generic algorithm for pheromone plume and chemical trail following, and the identification of other ants."
Ant_Robot_233_338,train,3.1,3.0,3.0,Science fiction writers have been anticipating humanoid androids that could pass a Turing Test for years.
Ant_Robot_23571_23723,dev,3.0,3.0,3.12,"For a simple start, the forward cruise function will merely take in a double integer representing a speed and cause Antie to move forward at this speed."
Ant_Robot_2369_2473,test,3.0,3.0,3.2,Antie will be equipped to navigate in this environment and will be designed to find seeds in sandy soil.
Ant_Robot_2499_2518,train,3.0,2.8,3.0,The Ant & the Robot
Ant_Robot_2531_2631,train,2.9,3.1,3.1,Ants of this species are of two types: breeding ants (queens and drones) and sterile female workers.
Ant_Robot_25547_25725,train,3.0,3.0,3.12,"These behaviors will often be used in other subroutines running on a schema basis, and when combined with the forward cruise function, should cause the robot to move at an angle."
Ant_Robot_25738_25959,train,3.0,2.67,3.11,"In order to orient itself toward the nest while navigating outside, Antie will need to determine which direction the nest is in and rotate toward that heading, and also how far from the nest it is at its current location."
Ant_Robot_25960_26089,test,3.0,2.75,3.0,"The orientation and distance should be calculable by the polarization pattern according to the system set up by Lambrinos, et al."
Ant_Robot_26090_26314,train,3.0,2.89,3.22,"Antie will therefore have a polarization function that will return a compass direction toward which it should orient in order to return home to the nest, and a distance function that will return the shortest direct distance."
Ant_Robot_26315_26479,train,3.1,2.7,3.1,"We may assume that this first function will return a direction in degrees, positive or negative, and that the second function will return a distance in centimeters."
Ant_Robot_2632_2834,train,3.0,3.0,3.0,"Queens and drones will not be considered in this proposal, as their behaviors and design is much more specialized and would be applicable only during the breeding season, which occurs but once per year."
Ant_Robot_26480_26530,train,3.0,3.0,3.0,The first function might look something like this:
Ant_Robot_27478_27583,test,3.2,2.9,3.0,"In-nest navigation will be a function of the temperature, read by Antie’s thermometer and a light source."
Ant_Robot_27584_27763,train,3.0,2.75,2.88,"To exit, Antie will seek a high temperature until the photoreceptor reaches a threshold of stimulation indicating sunlight, and to get deeper, Antie will seek a lower temperature."
Ant_Robot_27764_27802,train,3.0,3.0,3.0,The code may look something like this:
Ant_Robot_2835_2969,train,3.0,2.75,3.0,"The behaviors of the sterile workers may be divided into several subcategories: brood care, nest maintenance, patrolling and foraging."
Ant_Robot_28767_28841,train,3.0,2.6,3.2,"This void function will be called nestEnter(), and will take in no inputs."
Ant_Robot_28855_28950,train,3.0,2.64,3.0,"To avoid bumping into things (including other ants), Antie be provided with an escape function."
Ant_Robot_28951_29112,train,3.0,2.8,3.1,"Each of Antie’s eight bump sensors will cause the robot to rotate a different amount, and the sonar will cause it to rotate 90 degrees in the opposite direction."
Ant_Robot_29113_29161,train,3.0,3.0,3.14,"Regardless, this will be a very simple function."
Ant_Robot_29162_29189,train,3.0,3.0,3.29,I will include one example:
Ant_Robot_2970_3127,train,2.88,2.75,3.0,"Little is known about brood care, as this occurs only in the deepest regions of the nest and observation would generally require the destruction of the nest."
Ant_Robot_29941_30195,train,3.09,2.91,3.0,"Because this function responds to the sensors on Antie’s around the sides and only its sonar detectors will be able to detect objects in front of it, this escape function will not prevent Antie from being able to locate and pick up objects such as seeds."
Ant_Robot_30208_30277,train,3.0,3.0,3.0,"Before picking objects up, however, Antie will need to identify them."
Ant_Robot_30278_30411,train,3.1,3.0,3.3,This object detection process will be activated when the front bump sensor is stimulated or when both sonar detectors are stimulated.
Ant_Robot_30412_30505,train,3.0,3.1,3.2,Chemical inputs will be checked to see what this object is most likely to be given its smell.
Ant_Robot_30544_30582,train,3.0,2.4,3.0,The code may look something like this:
Ant_Robot_3128_3382,train,3.11,3.11,3.22,"Nest maintenance and seed processing are likewise difficult to observe in the deeper regions of the nest, but the sorting and deposition of waste dirt and nest garbage outside of the nest (midden work) occurs close enough to the surface to be observable."
Ant_Robot_31867_31934,train,3.0,2.5,2.8,"Once the object has been identified, Antie may grip it and lift it."
